LGA,State,Case,Year
Bakori,Katsina,0.0,2022.0
Batagarawa,Katsina,0.0,2022.0
Baure,Katsina,0.0,2022.0
Bindawa,Katsina,0.0,2022.0
Dan Musa,Katsina,0.0,2022.0
Dandume,Katsina,0.0,2022.0
Danja,Katsina,0.0,2022.0
Dutsi,Katsina,0.0,2022.0
Dutsin Ma,Katsina,0.0,2022.0
Faskari,Katsina,0.0,2022.0
Ingawa,Katsina,0.0,2022.0
Jibia,Katsina,0.0,2022.0
Kafur,Katsina,0.0,2022.0
Kankia,Katsina,0.0,2022.0
Katsina,Katsina,0.0,2022.0
Kurfi,Katsina,0.0,2022.0
Kusada,Katsina,0.0,2022.0
Mai'Adua,Katsina,0.0,2022.0
Malumfashi,Katsina,0.0,2022.0
Mani,Katsina,0.0,2022.0
Mashi,Katsina,0.0,2022.0
Matazu,Katsina,0.0,2022.0
Musawa,Katsina,0.0,2022.0
Rimi,Katsina,0.0,2022.0
Safana,Katsina,0.0,2022.0
Sandamu,Katsina,0.0,2022.0
Zango,Katsina,0.0,2022.0
Aleiro,Kebbi,50.0,2022.0
Aleiro,Kebbi,0.0,2022.0
Arewa Dandi,Kebbi,0.0,2022.0
Argungu,Kebbi,0.0,2022.0
Augie,Kebbi,0.0,2022.0
Bagudu,Kebbi,0.0,2022.0
Birnin Kebbi,Kebbi,0.0,2022.0
Bunza,Kebbi,0.0,2022.0
Dandi,Kebbi,0.0,2022.0
Fakai,Kebbi,0.0,2022.0
Gwandu,Kebbi,0.0,2022.0
Jega,Kebbi,0.0,2022.0
Kalgo,Kebbi,0.0,2022.0
Koko-Besse,Kebbi,0.0,2022.0
Maiyama,Kebbi,0.0,2022.0
Ngaski,Kebbi,0.0,2022.0
Sakaba,Kebbi,0.0,2022.0
Shanga,Kebbi,0.0,2022.0
Suru,Kebbi,0.0,2022.0
Wasagu-Danko,Kebbi,0.0,2022.0
Yauri,Kebbi,0.0,2022.0
Zuru,Kebbi,0.0,2022.0
Adavi,Kogi,0.0,2022.0
Ajaokuta,Kogi,0.0,2022.0
Ankpa,Kogi,0.0,2022.0
Bassa,Kogi,0.0,2022.0
Dekina,Kogi,0.0,2022.0
Ibaji,Kogi,0.0,2022.0
Idah,Kogi,0.0,2022.0
Igalamela-Odolu,Kogi,0.0,2022.0
Ijumu,Kogi,0.0,2022.0
Kabba/Bunu,Kogi,0.0,2022.0
Kogi,Kogi,0.0,2022.0
Lokoja,Kogi,0.0,2022.0
Mopa-Muro,Kogi,0.0,2022.0
Ofu,Kogi,0.0,2022.0
Ogori/Magongo,Kogi,0.0,2022.0
Okehi,Kogi,0.0,2022.0
Okene,Kogi,0.0,2022.0
Olamaboro,Kogi,0.0,2022.0
Omala,Kogi,0.0,2022.0
Yagba East,Kogi,0.0,2022.0
Yagba West,Kogi,0.0,2022.0
Edu,Kwara,30.0,2022.0
Asa,Kwara,0.0,2022.0
Baruten,Kwara,0.0,2022.0
Edu,Kwara,0.0,2022.0
Ekiti,Kwara,0.0,2022.0
Ifelodun,Kwara,0.0,2022.0
Ilorin East,Kwara,0.0,2022.0
Ilorin South,Kwara,0.0,2022.0
Ilorin West,Kwara,0.0,2022.0
Irepodun,Kwara,0.0,2022.0
Isin,Kwara,0.0,2022.0
Kaiama,Kwara,0.0,2022.0
Moro,Kwara,0.0,2022.0
Offa,Kwara,0.0,2022.0
Oke Ero,Kwara,0.0,2022.0
Oyun,Kwara,0.0,2022.0
Pategi,Kwara,0.0,2022.0
Ikorodu,Lagos,16.0,2022.0
Ikorodu,Lagos,16.0,2022.0
Agege,Lagos,0.0,2022.0
Ajeromi/Ifelodun,Lagos,0.0,2022.0
Alimosho,Lagos,0.0,2022.0
Amuwo Odofin,Lagos,0.0,2022.0
Apapa,Lagos,0.0,2022.0
Badagry,Lagos,0.0,2022.0
Epe,Lagos,0.0,2022.0
Eti Osa,Lagos,0.0,2022.0
Ibeju Lekki,Lagos,0.0,2022.0
Ifako/Ijaye,Lagos,0.0,2022.0
Ikeja,Lagos,0.0,2022.0
Ikorodu,Lagos,0.0,2022.0
Kosofe,Lagos,0.0,2022.0
Lagos Island,Lagos,0.0,2022.0
Lagos Mainland,Lagos,0.0,2022.0
Mushin,Lagos,0.0,2022.0
Ojo,Lagos,0.0,2022.0
Oshodi/Isolo,Lagos,0.0,2022.0
Shomolu,Lagos,0.0,2022.0
Surulere,Lagos,0.0,2022.0
Akwanga,Nasarawa,0.0,2022.0
Awe,Nasarawa,0.0,2022.0
Doma,Nasarawa,0.0,2022.0
Karu,Nasarawa,0.0,2022.0
Keana,Nasarawa,0.0,2022.0
Keffi,Nasarawa,0.0,2022.0
Kokona,Nasarawa,0.0,2022.0
Lafia,Nasarawa,0.0,2022.0
Nasarawa,Nasarawa,0.0,2022.0
Nasarawa Egon,Nasarawa,0.0,2022.0
Obi,Nasarawa,0.0,2022.0
Toto,Nasarawa,0.0,2022.0
Wamba,Nasarawa,0.0,2022.0
Agaie,Niger,0.0,2022.0
Agwara,Niger,0.0,2022.0
Bida,Niger,0.0,2022.0
Borgu,Niger,0.0,2022.0
Bosso,Niger,0.0,2022.0
Chanchaga,Niger,0.0,2022.0
Edati,Niger,0.0,2022.0
Gbako,Niger,0.0,2022.0
Gurara,Niger,0.0,2022.0
Katcha,Niger,0.0,2022.0
Kontagora,Niger,0.0,2022.0
Lapai,Niger,0.0,2022.0
Lavun,Niger,0.0,2022.0
Magama,Niger,0.0,2022.0
Mariga,Niger,0.0,2022.0
Mashegu,Niger,0.0,2022.0
Munya,Niger,0.0,2022.0
Paikoro,Niger,0.0,2022.0
Rafi,Niger,0.0,2022.0
Rijau,Niger,0.0,2022.0
Shiroro,Niger,0.0,2022.0
Suleja,Niger,0.0,2022.0
Tafa,Niger,0.0,2022.0
Wushishi,Niger,0.0,2022.0
Abeokuta North,Ogun,0.0,2022.0
Abeokuta South,Ogun,0.0,2022.0
Ado Odo/Ota,Ogun,0.0,2022.0
Ewekoro,Ogun,0.0,2022.0
Ifo,Ogun,0.0,2022.0
Ijebu East,Ogun,0.0,2022.0
Ijebu North East,Ogun,0.0,2022.0
Ijebu Ode,Ogun,0.0,2022.0
Ikenne,Ogun,0.0,2022.0
Imeko Afon,Ogun,0.0,2022.0
Ipokia,Ogun,0.0,2022.0
Obafemi Owode,Ogun,0.0,2022.0
Odeda,Ogun,0.0,2022.0
Odogbolu,Ogun,0.0,2022.0
Ogun Waterside,Ogun,0.0,2022.0
Remo North,Ogun,0.0,2022.0
Shagamu,Ogun,0.0,2022.0
Yewa North,Ogun,0.0,2022.0
Yewa South,Ogun,0.0,2022.0
Akoko North East,Ondo,0.0,2022.0
Akoko North West,Ondo,0.0,2022.0
Akoko South East,Ondo,0.0,2022.0
Akoko South West,Ondo,0.0,2022.0
Akure South,Ondo,0.0,2022.0
Ese Odo,Ondo,0.0,2022.0
Idanre,Ondo,0.0,2022.0
Ifedore,Ondo,0.0,2022.0
Ilaje,Ondo,0.0,2022.0
Ile Oluji/Okeigbo,Ondo,0.0,2022.0
Irele,Ondo,0.0,2022.0
Odigbo,Ondo,0.0,2022.0
Okitipupa,Ondo,0.0,2022.0
Ondo East,Ondo,0.0,2022.0
Ondo West,Ondo,0.0,2022.0
Owo,Ondo,0.0,2022.0
Atakunmosa East,Osun,0.0,2022.0
Atakunmosa West,Osun,0.0,2022.0
Ayedade,Osun,0.0,2022.0
Ayedire,Osun,0.0,2022.0
Boluwaduro,Osun,0.0,2022.0
Boripe,Osun,0.0,2022.0
Ede North,Osun,0.0,2022.0
Ede South,Osun,0.0,2022.0
Egbedore,Osun,0.0,2022.0
Ejigbo,Osun,0.0,2022.0
Ife Central,Osun,0.0,2022.0
Ife East,Osun,0.0,2022.0
Ife North,Osun,0.0,2022.0
Ife South,Osun,0.0,2022.0
Ifedayo,Osun,0.0,2022.0
Ifelodun,Osun,0.0,2022.0
Ila,Osun,0.0,2022.0
Ilesha East,Osun,0.0,2022.0
Ilesha West,Osun,0.0,2022.0
Irepodun,Osun,0.0,2022.0
Irewole,Osun,0.0,2022.0
Isokan,Osun,0.0,2022.0
Iwo,Osun,0.0,2022.0
Obokun,Osun,0.0,2022.0
Odo Otin,Osun,0.0,2022.0
Ola Oluwa,Osun,0.0,2022.0
Olorunda,Osun,0.0,2022.0
Oriade,Osun,0.0,2022.0
Orolu,Osun,0.0,2022.0
Osogbo,Osun,0.0,2022.0
Afijio,Oyo,0.0,2022.0
Akinyele,Oyo,0.0,2022.0
Atiba,Oyo,0.0,2022.0
Atisbo,Oyo,0.0,2022.0
Egbeda,Oyo,0.0,2022.0
Ibadan North,Oyo,0.0,2022.0
Ibadan North East,Oyo,0.0,2022.0
Ibadan North West,Oyo,0.0,2022.0
Ibadan South East,Oyo,0.0,2022.0
Ibadan South West,Oyo,0.0,2022.0
Ibarapa Central,Oyo,0.0,2022.0
Ibarapa East,Oyo,0.0,2022.0
Ibarapa North,Oyo,0.0,2022.0
Ido,Oyo,0.0,2022.0
Irepo,Oyo,0.0,2022.0
Iseyin,Oyo,0.0,2022.0
Itesiwaju,Oyo,0.0,2022.0
Iwajowa,Oyo,0.0,2022.0
Kajola,Oyo,0.0,2022.0
Lagelu,Oyo,0.0,2022.0
Ogbomosho North,Oyo,0.0,2022.0
Ogbomosho South,Oyo,0.0,2022.0
Ogo Oluwa,Oyo,0.0,2022.0
Olorunsogo,Oyo,0.0,2022.0
Oluyole,Oyo,0.0,2022.0
Ona Ara,Oyo,0.0,2022.0
Orelope,Oyo,0.0,2022.0
Ori Ire,Oyo,0.0,2022.0
Oyo East,Oyo,0.0,2022.0
Oyo West,Oyo,0.0,2022.0
Saki East,Oyo,0.0,2022.0
Saki West,Oyo,0.0,2022.0
Surulere,Oyo,0.0,2022.0
Barkin Ladi,Plateau,0.0,2022.0
Bassa,Plateau,0.0,2022.0
Bokkos,Plateau,0.0,2022.0
Jos East,Plateau,0.0,2022.0
Jos North,Plateau,0.0,2022.0
Jos South,Plateau,0.0,2022.0
Kanam,Plateau,0.0,2022.0
Kanke,Plateau,0.0,2022.0
Langtang North,Plateau,0.0,2022.0
Langtang South,Plateau,0.0,2022.0
Mangu,Plateau,0.0,2022.0
Mikang,Plateau,0.0,2022.0
Pankshin,Plateau,0.0,2022.0
Qua'An Pan,Plateau,0.0,2022.0
Riyom,Plateau,0.0,2022.0
Shendam,Plateau,0.0,2022.0
Wase,Plateau,0.0,2022.0
Degema,Rivers,41.0,2022.0
Abua/Odual,Rivers,0.0,2022.0
Ahoada East,Rivers,0.0,2022.0
Ahoada West,Rivers,0.0,2022.0
Akuku Toru,Rivers,0.0,2022.0
Andoni,Rivers,0.0,2022.0
Asari-Toru,Rivers,0.0,2022.0
Bonny,Rivers,0.0,2022.0
Degema,Rivers,0.0,2022.0
Eleme,Rivers,0.0,2022.0
Emuoha,Rivers,0.0,2022.0
Etche,Rivers,0.0,2022.0
Gokana,Rivers,0.0,2022.0
Ikwerre,Rivers,0.0,2022.0
Khana,Rivers,0.0,2022.0
Obio/Akpor,Rivers,0.0,2022.0
Ogba/Egbema/Ndoni,Rivers,0.0,2022.0
Ogu Bolo,Rivers,0.0,2022.0
Okrika,Rivers,0.0,2022.0
Omumma,Rivers,0.0,2022.0
Opobo/Nkoro,Rivers,0.0,2022.0
Oyigbo,Rivers,0.0,2022.0
Port-Harcourt,Rivers,0.0,2022.0
Tai,Rivers,0.0,2022.0
Binji,Sokoto,0.0,2022.0
Bodinga,Sokoto,0.0,2022.0
Dange Shuni,Sokoto,0.0,2022.0
Gada,Sokoto,0.0,2022.0
Goronyo,Sokoto,0.0,2022.0
Gudu,Sokoto,0.0,2022.0
Gwadabawa,Sokoto,0.0,2022.0
Illela,Sokoto,0.0,2022.0
Isa,Sokoto,0.0,2022.0
Kebbe,Sokoto,0.0,2022.0
Kware,Sokoto,0.0,2022.0
Rabah,Sokoto,0.0,2022.0
Sabon Birni,Sokoto,0.0,2022.0
Shagari,Sokoto,0.0,2022.0
Silame,Sokoto,0.0,2022.0
Sokoto North,Sokoto,0.0,2022.0
Sokoto South,Sokoto,0.0,2022.0
Tambuwal,Sokoto,0.0,2022.0
Tangaza,Sokoto,0.0,2022.0
Tureta,Sokoto,0.0,2022.0
Wamakko,Sokoto,0.0,2022.0
Wurno,Sokoto,0.0,2022.0
Bali,Taraba,424.0,2022.0
Gassol,Taraba,199.0,2022.0
Wukari,Taraba,152.0,2022.0
Ardo-Kola,Taraba,0.0,2022.0
Bali,Taraba,0.0,2022.0
Donga,Taraba,0.0,2022.0
Gashaka,Taraba,0.0,2022.0
Gassol,Taraba,0.0,2022.0
Ibi,Taraba,0.0,2022.0
Jalingo,Taraba,0.0,2022.0
Karim Lamido,Taraba,0.0,2022.0
Kurmi,Taraba,0.0,2022.0
Lau,Taraba,0.0,2022.0
Sardauna,Taraba,0.0,2022.0
Takum,Taraba,0.0,2022.0
Ussa,Taraba,0.0,2022.0
Wukari,Taraba,0.0,2022.0
Yorro,Taraba,0.0,2022.0
Zing,Taraba,0.0,2022.0
Fika,Yobe,366.0,2022.0
Gujba,Yobe,408.0,2022.0
Gulani,Yobe,433.0,2022.0
Bade,Yobe,0.0,2022.0
Bursari,Yobe,0.0,2022.0
Damaturu,Yobe,0.0,2022.0
Fika,Yobe,0.0,2022.0
Fune,Yobe,0.0,2022.0
Geidam,Yobe,0.0,2022.0
Gujba,Yobe,0.0,2022.0
Gulani,Yobe,0.0,2022.0
Jakusko,Yobe,0.0,2022.0
Karasuwa,Yobe,0.0,2022.0
Machina,Yobe,0.0,2022.0
Nangere,Yobe,0.0,2022.0
Nguru,Yobe,0.0,2022.0
Potiskum,Yobe,0.0,2022.0
Tarmuwa,Yobe,0.0,2022.0
Yunusari,Yobe,0.0,2022.0
Yusufari,Yobe,0.0,2022.0
Bukkuyum,Zamfara,7.0,2022.0
Gummi,Zamfara,8.0,2022.0
Talata Mafara,Zamfara,451.0,2022.0
Birnin Magaji-Kiyaw,Zamfara,0.0,2022.0
Bukkuyum,Zamfara,0.0,2022.0
Gummi,Zamfara,0.0,2022.0
Kaura Namoda,Zamfara,0.0,2022.0
Maru,Zamfara,0.0,2022.0
Shinkafi,Zamfara,0.0,2022.0
Tsafe,Zamfara,0.0,2022.0
Zurmi,Zamfara,0.0,2022.0
Aba North,Abia,0.0,2021.0
Aba South,Abia,0.0,2021.0
Arochukwu,Abia,0.0,2021.0
Bende,Abia,0.0,2021.0
Ikwuano,Abia,0.0,2021.0
Isiala-Ngwa North,Abia,0.0,2021.0
Isiala-Ngwa South,Abia,0.0,2021.0
Isuikwuato,Abia,0.0,2021.0
Obi Nwga,Abia,0.0,2021.0
Ohafia,Abia,0.0,2021.0
Osisioma Ngwa,Abia,0.0,2021.0
Ugwunagbo,Abia,0.0,2021.0
Ukwa East,Abia,0.0,2021.0
Ukwa West,Abia,0.0,2021.0
Umu-Nneochi,Abia,0.0,2021.0
Umuahia North,Abia,0.0,2021.0
Umuahia South,Abia,0.0,2021.0
Demsa,Adamawa,0.0,2021.0
Fufore,Adamawa,0.0,2021.0
Ganye,Adamawa,0.0,2021.0
Gombi,Adamawa,0.0,2021.0
Guyuk,Adamawa,0.0,2021.0
Hong,Adamawa,0.0,2021.0
Jada,Adamawa,0.0,2021.0
Lamurde,Adamawa,0.0,2021.0
Madagali,Adamawa,0.0,2021.0
Maiha,Adamawa,0.0,2021.0
Mayo-Belwa,Adamawa,0.0,2021.0
Michika,Adamawa,0.0,2021.0
Mubi North,Adamawa,0.0,2021.0
Mubi South,Adamawa,0.0,2021.0
Numan,Adamawa,0.0,2021.0
Shelleng,Adamawa,0.0,2021.0
Song,Adamawa,0.0,2021.0
Toungo,Adamawa,0.0,2021.0
Yola South,Adamawa,0.0,2021.0
Abak,Akwa Ibom,0.0,2021.0
Eastern Obolo,Akwa Ibom,0.0,2021.0
Eket,Akwa Ibom,0.0,2021.0
Esit Eket,Akwa Ibom,0.0,2021.0
Essien Udim,Akwa Ibom,0.0,2021.0
Etim Ekpo,Akwa Ibom,0.0,2021.0
Etinan,Akwa Ibom,0.0,2021.0
Ibeno,Akwa Ibom,0.0,2021.0
Ibesikpo Asutan,Akwa Ibom,0.0,2021.0
Ibiono Ibom,Akwa Ibom,0.0,2021.0
Ika,Akwa Ibom,0.0,2021.0
Ikono,Akwa Ibom,0.0,2021.0
Ikot Abasi,Akwa Ibom,0.0,2021.0
Ikot Ekpene,Akwa Ibom,0.0,2021.0
Ini,Akwa Ibom,0.0,2021.0
Itu,Akwa Ibom,0.0,2021.0
Mbo,Akwa Ibom,0.0,2021.0
Mkpat Enin,Akwa Ibom,0.0,2021.0
Nsit Atai,Akwa Ibom,0.0,2021.0
Nsit Ibom,Akwa Ibom,0.0,2021.0
Nsit Ubium,Akwa Ibom,0.0,2021.0
Obot Akara,Akwa Ibom,0.0,2021.0
Okobo,Akwa Ibom,0.0,2021.0
Onna,Akwa Ibom,0.0,2021.0
Oron,Akwa Ibom,0.0,2021.0
Oruk Anam,Akwa Ibom,0.0,2021.0
Udung Uko,Akwa Ibom,0.0,2021.0
Ukanafun,Akwa Ibom,0.0,2021.0
Uruan,Akwa Ibom,0.0,2021.0
Urue Offong/Oruko,Akwa Ibom,0.0,2021.0
Uyo,Akwa Ibom,0.0,2021.0
Aguata,Anambra,0.0,2021.0
Anambra East,Anambra,0.0,2021.0
Anambra West,Anambra,0.0,2021.0
Anaocha,Anambra,0.0,2021.0
Awka North,Anambra,0.0,2021.0
Awka South,Anambra,0.0,2021.0
Ayamelum,Anambra,0.0,2021.0
Dunukofia,Anambra,0.0,2021.0
Ekwusigo,Anambra,0.0,2021.0
Idemili North,Anambra,0.0,2021.0
Idemili South,Anambra,0.0,2021.0
Ihiala,Anambra,0.0,2021.0
Njikoka,Anambra,0.0,2021.0
Nnewi North,Anambra,0.0,2021.0
Nnewi South,Anambra,0.0,2021.0
Ogbaru,Anambra,0.0,2021.0
Onitsha North,Anambra,0.0,2021.0
Onitsha South,Anambra,0.0,2021.0
Orumba North,Anambra,0.0,2021.0
Orumba South,Anambra,0.0,2021.0
Oyi,Anambra,0.0,2021.0
Bauchi,Bauchi,0.0,2021.0
Bogoro,Bauchi,0.0,2021.0
Dambam,Bauchi,0.0,2021.0
Darazo,Bauchi,0.0,2021.0
Dass,Bauchi,0.0,2021.0
Gamawa,Bauchi,0.0,2021.0
Ganjuwa,Bauchi,0.0,2021.0
Giade,Bauchi,0.0,2021.0
Itas/Gadau,Bauchi,0.0,2021.0
Jama'Are,Bauchi,0.0,2021.0
Katagum,Bauchi,0.0,2021.0
Kirfi,Bauchi,0.0,2021.0
Misau,Bauchi,0.0,2021.0
Ningi,Bauchi,0.0,2021.0
Shira,Bauchi,0.0,2021.0
Tafawa-Balewa,Bauchi,0.0,2021.0
Toro,Bauchi,0.0,2021.0
Warji,Bauchi,0.0,2021.0
Zaki,Bauchi,0.0,2021.0
Bauchi,Bauchi,9336.0,2021.0
Dass,Bauchi,605.0,2021.0
Ganjuwa,Bauchi,1311.0,2021.0
Ningi,Bauchi,861.0,2021.0
Tafawa-Balewa,Bauchi,1107.0,2021.0
Toro,Bauchi,1921.0,2021.0
Warji,Bauchi,691.0,2021.0
Brass,Bayelsa,0.0,2021.0
Ekeremor,Bayelsa,0.0,2021.0
Kolokuma/Opokuma,Bayelsa,0.0,2021.0
Nembe,Bayelsa,0.0,2021.0
Sagbama,Bayelsa,0.0,2021.0
Yenegoa,Bayelsa,0.0,2021.0
Ado,Benue,0.0,2021.0
Agatu,Benue,0.0,2021.0
Apa,Benue,0.0,2021.0
Buruku,Benue,0.0,2021.0
Gboko,Benue,0.0,2021.0
Gwer East,Benue,0.0,2021.0
Gwer West,Benue,0.0,2021.0
Katsina-Ala,Benue,0.0,2021.0
Konshisha,Benue,0.0,2021.0
Kwande,Benue,0.0,2021.0
Logo,Benue,0.0,2021.0
Makurdi,Benue,0.0,2021.0
Obi,Benue,0.0,2021.0
Ogbadibo,Benue,0.0,2021.0
Ohimini,Benue,0.0,2021.0
Oju,Benue,0.0,2021.0
Okpokwu,Benue,0.0,2021.0
Oturkpo,Benue,0.0,2021.0
Tarka,Benue,0.0,2021.0
Ukum,Benue,0.0,2021.0
Ushongo,Benue,0.0,2021.0
Vandeikya,Benue,0.0,2021.0
Abadam,Borno,0.0,2021.0
Askira Uba,Borno,0.0,2021.0
Biu,Borno,0.0,2021.0
Chibok,Borno,0.0,2021.0
Damboa,Borno,0.0,2021.0
Gubio,Borno,0.0,2021.0
Guzamala,Borno,0.0,2021.0
Gwoza,Borno,0.0,2021.0
Hawul,Borno,0.0,2021.0
Kaga,Borno,0.0,2021.0
Kala Balge,Borno,0.0,2021.0
Kukawa,Borno,0.0,2021.0
Kwaya Kusar,Borno,0.0,2021.0
Magumeri,Borno,0.0,2021.0
Marte,Borno,0.0,2021.0
Mobbar,Borno,0.0,2021.0
Monguno,Borno,0.0,2021.0
Nganzai,Borno,0.0,2021.0
Shani,Borno,0.0,2021.0
Gwoza,Borno,960.0,2021.0
Maiduguri,Borno,1658.0,2021.0
Abi,Cross River,0.0,2021.0
Akamkpa,Cross River,0.0,2021.0
Akpabuyo,Cross River,0.0,2021.0
Bakassi,Cross River,0.0,2021.0
Bekwarra,Cross River,0.0,2021.0
Biase,Cross River,0.0,2021.0
Boki,Cross River,0.0,2021.0
Calabar South,Cross River,0.0,2021.0
Etung,Cross River,0.0,2021.0
Obubra,Cross River,0.0,2021.0
Obudu,Cross River,0.0,2021.0
Yakurr,Cross River,0.0,2021.0
Yala,Cross River,0.0,2021.0
Aniocha North,Delta,0.0,2021.0
Aniocha South,Delta,0.0,2021.0
Bomadi,Delta,0.0,2021.0
Burutu,Delta,0.0,2021.0
Ethiope East,Delta,0.0,2021.0
Ethiope West,Delta,0.0,2021.0
Ika North East,Delta,0.0,2021.0
Ika South,Delta,0.0,2021.0
Isoko North,Delta,0.0,2021.0
Isoko South,Delta,0.0,2021.0
Ndokwa East,Delta,0.0,2021.0
Ndokwa West,Delta,0.0,2021.0
Okpe,Delta,0.0,2021.0
Oshimili North,Delta,0.0,2021.0
Oshimili South,Delta,0.0,2021.0
Patani,Delta,0.0,2021.0
Sapele,Delta,0.0,2021.0
Udu,Delta,0.0,2021.0
Ughelli North,Delta,0.0,2021.0
Ughelli South,Delta,0.0,2021.0
Ukwuani,Delta,0.0,2021.0
Uvwie,Delta,0.0,2021.0
Warri North,Delta,0.0,2021.0
Warri South,Delta,0.0,2021.0
Warri South-West,Delta,0.0,2021.0
Abakaliki,Ebonyi,0.0,2021.0
Afikpo North,Ebonyi,0.0,2021.0
Afikpo South,Ebonyi,0.0,2021.0
Ebonyi,Ebonyi,0.0,2021.0
Ezza North,Ebonyi,0.0,2021.0
Ezza South,Ebonyi,0.0,2021.0
Ikwo,Ebonyi,0.0,2021.0
Ishielu,Ebonyi,0.0,2021.0
Ivo,Ebonyi,0.0,2021.0
Izzi,Ebonyi,0.0,2021.0
Ohaozara,Ebonyi,0.0,2021.0
Ohaukwu,Ebonyi,0.0,2021.0
Onicha,Ebonyi,0.0,2021.0
Akoko-Edo,Edo,0.0,2021.0
Egor,Edo,0.0,2021.0
Esan Central,Edo,0.0,2021.0
Esan North-East,Edo,0.0,2021.0
Esan South-East,Edo,0.0,2021.0
Esan West,Edo,0.0,2021.0
Etsako Central,Edo,0.0,2021.0
Etsako East,Edo,0.0,2021.0
Etsako West,Edo,0.0,2021.0
Iguegben,Edo,0.0,2021.0
Ikpoba-Okha,Edo,0.0,2021.0
Oredo,Edo,0.0,2021.0
Orhionmwon,Edo,0.0,2021.0
Ovia North-East,Edo,0.0,2021.0
Ovia South-West,Edo,0.0,2021.0
Owan East,Edo,0.0,2021.0
Owan West,Edo,0.0,2021.0
Uhunmwonde,Edo,0.0,2021.0
Ado-Ekiti,Ekiti,0.0,2021.0
Efon,Ekiti,0.0,2021.0
Ekiti East,Ekiti,0.0,2021.0
Ekiti South-West,Ekiti,0.0,2021.0
Ekiti West,Ekiti,0.0,2021.0
Emure,Ekiti,0.0,2021.0
Gbonyin,Ekiti,0.0,2021.0
Ido-Osi,Ekiti,0.0,2021.0
Ijero,Ekiti,0.0,2021.0
Ikere,Ekiti,0.0,2021.0
Ikole,Ekiti,0.0,2021.0
Ilejemeje,Ekiti,0.0,2021.0
Irepodun/Ifelodun,Ekiti,0.0,2021.0
Ise/Orun,Ekiti,0.0,2021.0
Moba,Ekiti,0.0,2021.0
Oye,Ekiti,0.0,2021.0
Aninri,Enugu,0.0,2021.0
Awgu,Enugu,0.0,2021.0
Enugu East,Enugu,0.0,2021.0
Enugu North,Enugu,0.0,2021.0
Enugu South,Enugu,0.0,2021.0
Ezeagu,Enugu,0.0,2021.0
Igbo-Etiti,Enugu,0.0,2021.0
Igbo-Eze-South,Enugu,0.0,2021.0
Igbo-Eze North,Enugu,0.0,2021.0
Isi-Uzo,Enugu,0.0,2021.0
Nkanu East,Enugu,0.0,2021.0
Nkanu West,Enugu,0.0,2021.0
Nsukka,Enugu,0.0,2021.0
Oji-River,Enugu,0.0,2021.0
Udenu,Enugu,0.0,2021.0
Udi,Enugu,0.0,2021.0
Uzo-Uwani,Enugu,0.0,2021.0
Abaji,Fct,0.0,2021.0
Bwari,Fct,0.0,2021.0
Gwagwalada,Fct,0.0,2021.0
Kuje,Fct,0.0,2021.0
Kwali,Fct,0.0,2021.0
Municipal Area Council,Fct,0.0,2021.0
Akko,Gombe,0.0,2021.0
Balanga,Gombe,0.0,2021.0
Billiri,Gombe,0.0,2021.0
Dukku,Gombe,0.0,2021.0
Funakaye,Gombe,0.0,2021.0
Kaltungo,Gombe,0.0,2021.0
Kwami,Gombe,0.0,2021.0
Nafada,Gombe,0.0,2021.0
Shomgom,Gombe,0.0,2021.0
Aboh-Mbaise,Imo,0.0,2021.0
Ahiazu-Mbaise,Imo,0.0,2021.0
Ehime-Mbano,Imo,0.0,2021.0
Ezinihitte,Imo,0.0,2021.0
Ideato North,Imo,0.0,2021.0
Ideato South,Imo,0.0,2021.0
Ihitte/Uboma,Imo,0.0,2021.0
Ikeduru,Imo,0.0,2021.0
Isiala Mbano,Imo,0.0,2021.0
Isu,Imo,0.0,2021.0
Mbatoli,Imo,0.0,2021.0
Ngor-Okpala,Imo,0.0,2021.0
Njaba,Imo,0.0,2021.0
Nkwerre,Imo,0.0,2021.0
Nwangele,Imo,0.0,2021.0
Obowo,Imo,0.0,2021.0
Oguta,Imo,0.0,2021.0
Ohaji/Egbema,Imo,0.0,2021.0
Okigwe,Imo,0.0,2021.0
Onuimo,Imo,0.0,2021.0
Orlu,Imo,0.0,2021.0
Orsu,Imo,0.0,2021.0
Oru East,Imo,0.0,2021.0
Oru West,Imo,0.0,2021.0
Owerri Municipal,Imo,0.0,2021.0
Owerri North,Imo,0.0,2021.0
Owerri West,Imo,0.0,2021.0
Auyo,Jigawa,0.0,2021.0
Babura,Jigawa,0.0,2021.0
Biriniwa,Jigawa,0.0,2021.0
Birnin Kudu,Jigawa,0.0,2021.0
Buji,Jigawa,0.0,2021.0
Dutse,Jigawa,0.0,2021.0
Gagarawa,Jigawa,0.0,2021.0
Garki,Jigawa,0.0,2021.0
Gumel,Jigawa,0.0,2021.0
Guri,Jigawa,0.0,2021.0
Gwaram,Jigawa,0.0,2021.0
Gwiwa,Jigawa,0.0,2021.0
Hadejia,Jigawa,0.0,2021.0
Jahun,Jigawa,0.0,2021.0
Kafin Hausa,Jigawa,0.0,2021.0
Kaugama,Jigawa,0.0,2021.0
Kazaure,Jigawa,0.0,2021.0
Kiri Kasama,Jigawa,0.0,2021.0
Kiyawa,Jigawa,0.0,2021.0
Maigatari,Jigawa,0.0,2021.0
Malam Madori,Jigawa,0.0,2021.0
